meanfreq,sd,median,Q25,Q75,IQR,skew,kurt,mode,label
0.20124058,0.060960996,0.230938053,0.13380531,0.250761062,0.116955752,1.85491637,6.353741827,0.239858407,male
0.204075413,0.063821001,0.232946058,0.137676349,0.266639004,0.128962656,2.473283444,9.679928681,0.277095436,male
0.185768646,0.057847833,0.183956443,0.130090744,0.236805808,0.106715064,2.656460924,11.94563833,0.233248639,male
0.187477037,0.06038199,0.216820513,0.122529915,0.238358974,0.11582906,2.456931539,9.423683865,0.118222222,male
0.1895152,0.061802273,0.209072848,0.126556291,0.246622517,0.120066225,1.761460048,5.898394836,0.250331126,male
0.193832154,0.058964239,0.227987616,0.124396285,0.240557276,0.116160991,2.884965855,12.56152778,0.1174613,male
0.189063477,0.059923677,0.218805031,0.126352201,0.244779874,0.118427673,1.636992582,5.083589341,0.126352201,male
0.191921183,0.065011112,0.189603283,0.13253078,0.258932969,0.126402189,1.780258838,5.475924478,0.136361149,male
0.201305719,0.06169659,0.232041522,0.132249135,0.257231834,0.124982699,2.110824104,7.107624113,0.258685121,male
0.1959379,0.058575805,0.221582734,0.136978417,0.245251799,0.108273381,1.514256456,4.916548544,0.242230216,male
0.196839488,0.06178795,0.226819222,0.13006865,0.250526316,0.120457666,2.194058059,8.594532903,0.249885584,male
0.193357293,0.060101575,0.219110379,0.132388797,0.245403624,0.113014827,1.473779975,5.099056231,0.232948929,male
0.198356889,0.061187311,0.228532884,0.136458685,0.252141653,0.115682968,1.401520951,4.069687335,0.234198988,male
0.191380524,0.061229701,0.22047619,0.127619048,0.243809524,0.116190476,1.863735254,6.35925303,0.233809524,male
0.200303165,0.061665461,0.229963899,0.135451264,0.256245487,0.120794224,1.619881667,5.194024602,0.256245487,male
0.203362756,0.060086988,0.227413509,0.136079077,0.25416804,0.118088962,1.375515532,3.853905607,0.230181219,male
0.194851425,0.060805297,0.212342007,0.13739777,0.250855019,0.113457249,1.164645503,3.248249202,0.28,male
0.200433686,0.061835291,0.232795389,0.13556196,0.254178674,0.118616715,1.665956998,5.035442778,0.244495677,male
0.195847541,0.059568175,0.223202847,0.129537367,0.2486121,0.119074733,2.043297943,7.19144908,0.243131673,male
0.195953676,0.058995807,0.221515712,0.134565619,0.247393715,0.112828096,1.521795405,4.918060904,0.239630314,male
0.194059598,0.063240412,0.22673712,0.127608983,0.250779392,0.12317041,1.621700995,4.967389762,0.122800528,male
0.197885072,0.059483367,0.207123288,0.138082192,0.25260274,0.114520548,1.270724695,3.896405854,0.138630137,male
0.193424214,0.059779155,0.223093525,0.128920863,0.24323741,0.114316547,1.963306257,6.749476895,0.115827338,male
0.187943808,0.061098539,0.188652482,0.130567376,0.243758865,0.113191489,1.441852356,4.497077582,0.117163121,male
0.200861242,0.060700735,0.228884381,0.13346856,0.251034483,0.117565923,1.716888513,5.70452898,0.241947262,male
0.199589543,0.06352609,0.223647799,0.136918239,0.259748428,0.122830189,1.412181478,4.034461403,0.273396226,male
0.197851777,0.063804608,0.22388998,0.132573674,0.257445972,0.124872299,1.521387256,4.445022673,0.127072692,male
0.194961305,0.059432928,0.224825046,0.130460405,0.245451197,0.114990792,1.883823123,6.266925884,0.244935543,male
0.193492046,0.061710427,0.224521277,0.129202128,0.241276596,0.112074468,2.559984369,11.58786146,0.115053191,male
0.186506549,0.063278728,0.177670683,0.125568942,0.245890228,0.120321285,1.855087842,6.853353835,0.118447122,male
0.179100987,0.06070084,0.169263158,0.122105263,0.238736842,0.116631579,2.044890568,7.920342962,0.122105263,male
0.191023797,0.059708573,0.212926045,0.12829582,0.244437299,0.116141479,1.949876341,7.061098907,0.239485531,male
0.192621338,0.058554897,0.21728,0.133504,0.241472,0.107968,1.853651297,6.902200395,0.231616,male
0.199217361,0.060648002,0.219883946,0.137562863,0.255628627,0.118065764,1.368588734,3.903595499,0.268626692,male
0.189232285,0.062370951,0.180955224,0.13080597,0.252,0.12119403,1.797702848,6.409304342,0.12119403,male
0.194003486,0.06034874,0.192633181,0.134672755,0.254003044,0.119330289,1.541593094,4.707372951,0.132541857,male
0.185269829,0.058978908,0.168219178,0.129315068,0.243835616,0.114520548,1.427290771,4.477905033,0.243835616,male
0.194874522,0.062716831,0.216666667,0.130952381,0.254285714,0.123333333,1.770325966,5.52493155,0.125714286,male
0.192809251,0.061931762,0.213612903,0.131419355,0.252451613,0.121032258,1.652428058,5.343526763,0.128709677,male
0.182507762,0.05856048,0.157914692,0.137567141,0.247709321,0.11014218,1.717846874,5.75765992,0.138894155,male
0.189983202,0.060065325,0.19222061,0.133701016,0.244238026,0.11053701,1.406457257,4.461628127,0.118664731,male
0.189425986,0.060371137,0.206270928,0.128280061,0.246331811,0.11805175,1.345430643,4.183804518,0.125296804,male
0.191590704,0.059662313,0.220998152,0.130425139,0.242735675,0.112310536,1.745914066,5.820669935,0.225138632,male
0.198936982,0.063052823,0.224,0.133538462,0.261811966,0.128273504,2.168023761,8.167889737,0.267076923,male
0.185698574,0.058112498,0.175632184,0.134712644,0.23862069,0.103908046,1.464610296,4.890700082,0.12045977,male
0.188291306,0.060756819,0.196792453,0.128553459,0.243459119,0.11490566,1.924342018,6.921314856,0.117106918,male
0.186219164,0.060036013,0.213832853,0.122247839,0.238847262,0.116599424,1.967394164,6.586838498,0.244495677,male
0.185462507,0.058778874,0.198617157,0.126555698,0.237695262,0.111139565,1.7441324,5.913887654,0.115083227,male
0.191353396,0.058748855,0.195862069,0.134252874,0.242298851,0.108045977,1.589302077,5.72847355,0.235402299,male
0.189160077,0.061119498,0.181176471,0.130795848,0.251418685,0.120622837,1.946460815,6.988439127,0.125467128,male
0.17732967,0.058266805,0.163685801,0.124350453,0.234743202,0.110392749,1.838587626,6.573955902,0.120966767,male
0.186100909,0.057407561,0.181386861,0.130291971,0.23810219,0.107810219,1.187954347,3.836777117,0.127737226,male
0.18304563,0.058198596,0.155886525,0.13751773,0.244255319,0.106737589,1.50222654,4.655506805,0.138014184,male
0.194844864,0.060449235,0.221748252,0.128741259,0.243776224,0.115034965,1.74365333,6.257323446,0.115034965,male
0.189797944,0.061813105,0.214495413,0.126727829,0.244892966,0.118165138,1.531487438,4.77671483,0.121590214,male
0.198810571,0.060895554,0.227862069,0.133724138,0.250068966,0.116344828,2.171919437,8.599213903,0.246206897,male
0.190479103,0.061816188,0.194538153,0.130441767,0.250200803,0.119759036,1.16342347,3.318951766,0.114136546,male
0.185583994,0.061472466,0.185155196,0.128475034,0.241835358,0.113360324,1.171892988,3.327012336,0.119406208,male
0.195704983,0.060049025,0.225138632,0.127319778,0.246876155,0.119556377,1.950215105,6.272352522,0.118003697,male
0.191582729,0.061029831,0.193633803,0.134873239,0.251605634,0.116732394,1.154871498,3.501998844,0.270535211,male
0.188229185,0.062654108,0.159817352,0.132968037,0.254003044,0.121035008,1.870762408,6.261814325,0.141065449,male
0.174254534,0.061937584,0.190076104,0.113789954,0.219482496,0.105692542,1.455816114,5.050653716,0.217351598,male
0.184244561,0.061242014,0.195111111,0.124,0.236888889,0.112888889,0.727082561,2.742803424,0.239111111,male
0.184517183,0.060654986,0.190595065,0.132481858,0.239767779,0.107285922,1.150054415,4.316386782,0.195878084,male
0.185126389,0.060226694,0.199002494,0.126034913,0.235311721,0.109276808,0.944242292,3.31072613,0.252069825,male
0.179949194,0.057513135,0.192048558,0.134688923,0.218391502,0.08370258,1.191317856,4.557756292,0.206069803,male
0.1795573,0.063853112,0.18758427,0.127022472,0.233202247,0.106179775,0.693655544,2.709536882,0.253258427,male
0.191936187,0.056960625,0.20427673,0.132515723,0.235534591,0.103018868,1.325097158,4.524848306,0.197672956,male
0.183210437,0.060159808,0.188563135,0.132888244,0.235703919,0.102815675,0.757471651,2.792630158,0.193033382,male
0.187146907,0.059458435,0.198235995,0.130154946,0.227938021,0.097783075,1.187413854,4.001734147,0.198569726,male
0.190235564,0.056793186,0.205679012,0.138271605,0.236790123,0.098518519,1.09306769,3.577716832,0.225728395,male
0.180528667,0.061915604,0.18957606,0.13127182,0.225187032,0.093915212,1.578944866,5.902026637,0.18957606,male
0.204943667,0.058952794,0.219478261,0.160347826,0.253565217,0.093217391,1.263549527,4.020001964,0.252173913,male
0.194627989,0.056074326,0.201879589,0.163641703,0.242173275,0.078531571,1.269865243,4.355918635,0.201468429,male
0.198570077,0.06486674,0.221376281,0.136515373,0.255402635,0.118887262,1.66581806,5.60514098,0.26852123,male
0.186393472,0.05783605,0.198858397,0.136158068,0.228364435,0.092206367,1.218773626,4.340606344,0.218836443,male
0.189002547,0.061454938,0.202376238,0.135445545,0.234851485,0.099405941,1.620451459,6.374442329,0.215049505,male
0.180995786,0.06606347,0.193239437,0.124046095,0.235544174,0.111498079,0.894756824,3.057428781,0.230524968,male
0.189496372,0.061773924,0.201542416,0.136760925,0.243650386,0.10688946,0.924130745,3.256364096,0.276041131,male
0.184338938,0.055136164,0.197333333,0.140888889,0.216888889,0.076,1.655340168,5.457945113,0.198222222,male
0.191782317,0.05718025,0.213650794,0.137777778,0.233333333,0.095555556,2.328113863,9.477488107,0.233333333,male
0.189995095,0.060490796,0.196662909,0.133213078,0.246223224,0.113010147,1.160150426,3.992714999,0.198241263,male
0.192988943,0.070569323,0.222415669,0.128269859,0.253188248,0.12491839,2.682817709,11.56679085,0.25562568,male
0.183886114,0.063269921,0.195572519,0.128244275,0.240101781,0.111857506,1.27487291,5.026753002,0.241882952,male
0.186643054,0.062285477,0.203531828,0.130513347,0.238028747,0.1075154,2.266485398,10.81905625,0.240616016,male
0.190588799,0.05430954,0.201538462,0.146538462,0.237307692,0.090769231,1.464557995,5.237955368,0.199615385,male
0.201403062,0.059263889,0.217070707,0.144949495,0.25489899,0.109949495,1.544769649,5.648946318,0.259848485,male
0.189252879,0.056830315,0.195479256,0.141802575,0.236337625,0.09453505,0.865942769,3.522169628,0.196280401,male
0.179678133,0.086938705,0.212787944,0.110613563,0.255888052,0.145274489,1.704784553,5.935779967,0.277588805,male
0.197687748,0.056555234,0.212773893,0.146526807,0.246060606,0.0995338,1.748614745,6.888619658,0.246386946,male
0.18769226,0.05988937,0.199266055,0.143119266,0.23266055,0.089541284,1.710996502,6.513033411,0.206972477,male
0.197889212,0.058705142,0.211903323,0.136616314,0.249969789,0.113353474,1.421407477,4.89669557,0.260543807,male
0.186219654,0.05574032,0.19202934,0.145819071,0.23002445,0.084205379,1.004209388,3.813859387,0.228312958,male
0.203858251,0.0548433,0.224082232,0.156240822,0.246696035,0.090455213,1.839251372,6.841583874,0.225315712,male
0.193322456,0.056460004,0.205296443,0.138339921,0.241818182,0.103478261,1.231101657,3.701668184,0.196442688,male
0.18894073,0.05926744,0.192649573,0.138404558,0.244102564,0.105698006,0.779820058,3.237279784,0.250883191,male
0.189990799,0.060324368,0.204711908,0.126555698,0.239846351,0.113290653,0.961992973,3.121154654,0.200051216,male
0.211377749,0.056149789,0.234652956,0.174550129,0.254807198,0.080257069,2.46623054,10.13955413,0.247249357,male
0.202643941,0.053150572,0.223058104,0.156697248,0.244036697,0.08733945,2.230655008,8.698719041,0.222201835,male
0.198476258,0.055359389,0.218698225,0.143147929,0.242224852,0.099076923,2.347196369,9.884822778,0.242556213,male
0.193663865,0.059670695,0.201085595,0.134154489,0.248434238,0.114279749,1.683756433,6.154369343,0.259248434,male
0.192667648,0.057447277,0.208819715,0.145629053,0.24150454,0.095875486,1.480635016,5.502261987,0.242230869,male
0.196729877,0.060469195,0.210293706,0.140195804,0.242013986,0.101818182,1.55763556,5.70872048,0.234965035,male
0.204842376,0.058805432,0.22069869,0.154978166,0.25768559,0.102707424,1.641248745,6.26502118,0.268689956,male
0.200977031,0.057682577,0.219333333,0.148711111,0.2464,0.097688889,1.266135997,4.493444836,0.239866667,male
0.192339818,0.058945356,0.200636943,0.14,0.241358811,0.101358811,0.926596076,3.045236371,0.272569002,male
0.193219706,0.058535045,0.20595326,0.147404674,0.243837638,0.096432964,1.046439547,3.964651336,0.248659287,male
0.194966057,0.061517064,0.210245614,0.13394152,0.248888889,0.114947368,2.297321608,10.76243,0.257403509,male
0.198727302,0.060825106,0.21,0.142930233,0.253953488,0.111023256,1.461299205,5.879052222,0.276093023,male
0.195423551,0.053962027,0.19937931,0.151586207,0.246206897,0.09462069,0.810437608,3.007737401,0.26937931,male
0.198814061,0.059886609,0.220801944,0.140850547,0.245978129,0.105127582,1.299586483,4.13448515,0.237472661,male
0.185771053,0.057833074,0.190595065,0.143047896,0.229608128,0.086560232,1.771854616,7.492205297,0.220261248,male
0.176334639,0.060896767,0.16846473,0.149488243,0.224232365,0.074744122,2.357491116,10.31872208,0.161106501,male
0.205414924,0.059739672,0.226114495,0.146650426,0.255785627,0.109135201,1.254245298,4.116851747,0.245213155,male
0.203441834,0.058441905,0.218382805,0.151033777,0.255926305,0.104892528,1.34430729,4.649872341,0.274841351,male
0.197558043,0.060940215,0.218408104,0.141013025,0.253256151,0.112243126,1.515330873,5.270863394,0.261360347,male
0.196224115,0.059408397,0.210384615,0.147307692,0.249615385,0.102307692,1.034225751,3.43881286,0.257307692,male
0.206079848,0.058980506,0.222475248,0.149009901,0.258514851,0.10950495,1.528575528,5.190498675,0.271683168,male
0.204184075,0.05747872,0.226963788,0.159108635,0.250752089,0.091643454,1.88496179,6.788620241,0.250362117,male
0.204271027,0.056171073,0.223183857,0.161345291,0.252376682,0.09103139,2.436704789,11.24333401,0.25426009,male
0.192763153,0.059135592,0.2163,0.126,0.2408,0.1148,2.616275522,11.28991988,0.24045,male
0.188054098,0.060833236,0.188243243,0.131959459,0.24972973,0.11777027,2.055226586,8.898582907,0.25777027,male
0.198922743,0.056058476,0.214939759,0.146506024,0.239518072,0.093012048,1.616230601,6.137896886,0.22939759,male
0.188418649,0.054544633,0.207123288,0.133767123,0.233972603,0.100205479,1.538342148,5.445350232,0.208561644,male
0.193896949,0.059124944,0.213402778,0.128819444,0.245972222,0.117152778,2.241600375,8.277156066,0.246458333,male
0.191018022,0.057396464,0.202272727,0.136818182,0.238181818,0.101363636,0.951758044,3.541235384,0.230454545,male
0.1841419,0.053220381,0.203671233,0.129643836,0.222849315,0.093205479,2.066273446,7.260472007,0.214410959,male
0.190862207,0.057046659,0.205659777,0.129984102,0.239046105,0.109062003,1.693508671,6.218785279,0.205214626,male
0.200690375,0.056684644,0.218593103,0.140193103,0.248331034,0.108137931,1.660786326,6.111322443,0.253351724,male
0.192065896,0.062187328,0.19722973,0.131959459,0.254459459,0.1225,1.498796599,5.058237814,0.131486486,male
0.192407537,0.055248407,0.210460526,0.133092105,0.23625,0.103157895,1.377063784,4.495480642,0.230723684,male
0.192557517,0.05598651,0.211376702,0.133434191,0.232556732,0.099122542,1.646086568,5.49493811,0.231709531,male
0.194565219,0.057715589,0.217628205,0.13775641,0.240512821,0.10275641,2.033256759,7.846657126,0.237820513,male
0.196194621,0.05910825,0.211524288,0.136951424,0.250921273,0.113969849,1.171984517,3.954520427,0.253735343,male
0.190289378,0.059419117,0.210953101,0.129621785,0.241452345,0.11183056,1.243575606,3.953757954,0.220272315,male
0.197072515,0.057609075,0.217385827,0.138015748,0.24384252,0.105826772,1.742156988,7.871707742,0.222677165,male
0.182336727,0.057468914,0.192716049,0.122716049,0.233765432,0.111049383,1.769943761,6.627321378,0.121419753,male
0.190436268,0.058549706,0.208157895,0.136776316,0.239013158,0.102236842,1.59111561,6.079223199,0.211381579,male
0.190421877,0.053285671,0.21543379,0.143196347,0.233333333,0.090136986,2.410619248,9.861356558,0.232054795,male
0.186320341,0.057873229,0.201081081,0.129189189,0.235135135,0.105945946,1.148266273,3.791078238,0.235135135,male
0.189573146,0.055219987,0.203434022,0.135325914,0.23682035,0.101494436,1.310635744,4.267665287,0.217678855,male
0.181421187,0.055640198,0.170886598,0.145484536,0.226309278,0.080824742,1.211772935,4.25755741,0.160494845,male
0.196787849,0.060888179,0.214693878,0.135102041,0.250612245,0.115510204,1.146102854,3.468774489,0.21877551,male
0.196304584,0.055351976,0.217261411,0.137095436,0.237012448,0.099917012,2.100138523,7.080974336,0.206804979,male
0.199137655,0.058723738,0.217777778,0.135452991,0.246495726,0.111042735,1.14977022,3.460094016,0.223521368,male
0.195643063,0.057979959,0.215510204,0.130612245,0.240408163,0.109795918,1.41895771,4.559952548,0.237142857,male
0.190284827,0.057150937,0.207755102,0.128571429,0.237959184,0.109387755,1.335602671,3.954166832,0.255510204,male
0.188175668,0.057034648,0.209364791,0.124500907,0.231215971,0.106715064,2.100851264,8.255808621,0.210889292,male
0.199427119,0.057378141,0.221383178,0.133981308,0.244411215,0.110429907,1.450572535,4.616233432,0.244411215,male
0.194007057,0.05698269,0.211034483,0.140689655,0.23908046,0.098390805,0.988364016,3.435651321,0.228045977,male
0.193988407,0.057407578,0.213291536,0.130344828,0.24137931,0.111034483,1.430503585,4.839691529,0.222946708,male
0.189873605,0.058941889,0.197333333,0.139733333,0.251733333,0.112,1.687032154,6.720520714,0.2576,male
0.180851118,0.056154669,0.199286776,0.120653789,0.225497771,0.104843982,1.523039377,4.956173279,0.223833581,male
0.195543127,0.057937824,0.217733142,0.131362984,0.24625538,0.114892396,1.33519967,4.027976527,0.25107604,male
0.187086554,0.058005197,0.197948718,0.135384615,0.231794872,0.096410256,0.962666919,3.609033437,0.114358974,male
0.195259587,0.059244228,0.213286957,0.131965217,0.244452174,0.112486957,1.209338399,3.731001266,0.240069565,male
0.18898524,0.056050744,0.214439024,0.130211382,0.224,0.093788618,3.180794323,14.45188832,0.215804878,male
0.196589992,0.057833619,0.214405594,0.134125874,0.245734266,0.111608392,1.522354093,5.287497259,0.25013986,male
0.193050825,0.054727705,0.208095238,0.145714286,0.24,0.094285714,1.432646741,4.601247642,0.215238095,male
0.190944243,0.055071184,0.204514107,0.142633229,0.236990596,0.094357367,1.326595678,4.908252798,0.229529781,male
0.195467989,0.057260264,0.209364791,0.142286751,0.24646098,0.104174229,1.760904206,6.102966085,0.257132486,male
0.20035138,0.058855279,0.22191248,0.138865478,0.251863857,0.112998379,2.012337415,7.724103579,0.257763371,male
0.196805667,0.056170668,0.220888889,0.130666667,0.237333333,0.106666667,1.71411974,5.250871511,0.233777778,male
0.186467934,0.058330124,0.194059406,0.13029703,0.237623762,0.107326733,1.774316099,7.405758775,0.118019802,male
0.195164261,0.058829784,0.212554745,0.13540146,0.248832117,0.113430657,1.16896001,3.405238243,0.240145985,male
0.191326683,0.058292949,0.206029173,0.133419773,0.245510535,0.112090762,1.407228626,4.86041991,0.25095624,male
0.19871761,0.058958558,0.217333333,0.143111111,0.252,0.108888889,1.116666148,3.56972489,0.227555556,male
0.19362559,0.058645268,0.213084112,0.131214953,0.245233645,0.114018692,1.320156573,4.261363338,0.246728972,male
0.203079981,0.060560682,0.220146413,0.139795022,0.25704246,0.117247438,1.97632118,7.813418626,0.256632504,male
0.1901168,0.057401014,0.210658307,0.136489028,0.230846395,0.094357367,1.837138319,7.314200058,0.225141066,male
0.185480098,0.053120332,0.199095477,0.154070352,0.218090452,0.064020101,1.526035884,5.031443064,0.208241206,male
0.198308114,0.060482713,0.220634391,0.137429048,0.253823038,0.11639399,1.438620154,5.002658792,0.255225376,male
0.186288684,0.055812571,0.202613065,0.136482412,0.228643216,0.092160804,1.149861884,3.697727633,0.204020101,male
0.192271523,0.060286478,0.205541401,0.134203822,0.24522293,0.111019108,1.199588254,3.94909038,0.237643312,male
0.188607724,0.058861224,0.210107858,0.126409861,0.2394453,0.113035439,1.50527188,5.037666894,0.109583975,male
0.199189487,0.062083995,0.217324503,0.133880795,0.255523179,0.121642384,1.723478246,6.3499821,0.250331126,male
0.189808575,0.057015847,0.202867925,0.136830189,0.241433962,0.104603774,0.795921696,2.627216238,0.123622642,male
0.185914867,0.060363757,0.197473684,0.132631579,0.237631579,0.105,0.905154699,3.204753871,0.226578947,male
0.189020427,0.056131533,0.19021097,0.138227848,0.239240506,0.101012658,1.428113765,4.962816244,0.11814346,male
0.193562985,0.061596096,0.204,0.137333333,0.250666667,0.113333333,0.901382219,3.25137335,0.276444444,male
0.182813462,0.0589975,0.162857143,0.137959184,0.23755102,0.099591837,1.361350936,4.698105053,0.140816327,male
0.197991858,0.061893606,0.219228296,0.134598071,0.257041801,0.12244373,1.910059859,6.788810583,0.130996785,male
0.193622778,0.063132615,0.207217125,0.136574924,0.256024465,0.119449541,1.445855283,4.492164198,0.259877676,male
0.191968913,0.060011563,0.190430108,0.138870968,0.247634409,0.108763441,1.358695893,4.610664177,0.145645161,male
0.174754985,0.063907927,0.166677909,0.1246543,0.227116358,0.102462057,1.449109477,4.987761117,0.224755481,male
0.175310852,0.06815048,0.16074883,0.127550702,0.24199688,0.114446178,1.438899227,4.568239074,0.148954758,male
0.198524035,0.062837123,0.219962049,0.135483871,0.259278937,0.123795066,1.861374034,6.592611487,0.268311195,male
0.191692741,0.060261541,0.171698113,0.139471698,0.254113208,0.114641509,1.666840622,5.407981413,0.139471698,male
0.181525453,0.056613842,0.173793103,0.128896552,0.230275862,0.10137931,1.833926837,6.492757385,0.111034483,male
0.18346495,0.054442484,0.173264957,0.136410256,0.239794872,0.103384615,1.615562128,5.302011324,0.126358974,male
0.190580283,0.058970503,0.200392157,0.129934641,0.243398693,0.113464052,1.926635245,7.637562739,0.238823529,male
0.176626657,0.056449938,0.164266667,0.148088889,0.210725926,0.062637037,2.591258062,10.95464786,0.158874074,male
0.192992763,0.065303723,0.183913043,0.138695652,0.262173913,0.123478261,2.31495473,8.655728308,0.13826087,male
0.186150408,0.055903412,0.189562044,0.142043796,0.235547445,0.09350365,0.851721562,2.900995477,0.153284672,male
0.187495475,0.057107157,0.20045911,0.130157819,0.240631277,0.110473458,1.489011578,4.876358473,0.220143472,male
0.188878774,0.060315582,0.19553719,0.138071625,0.242975207,0.104903581,1.497392587,5.037085345,0.140385675,male
0.177917464,0.062669366,0.160371517,0.138266254,0.244458204,0.10619195,1.694292745,5.452465773,0.157770898,male
0.196970689,0.062973463,0.195564202,0.137276265,0.259844358,0.122568093,2.409673887,9.547077591,0.138365759,male
0.182041093,0.064754877,0.16738292,0.13768595,0.243746556,0.106060606,1.674144666,5.891026566,0.278071625,male
0.18435844,0.063862431,0.160065898,0.139769357,0.252784185,0.113014827,2.566790326,9.782019486,0.139769357,male
0.201064718,0.058419529,0.221317365,0.139720559,0.253732535,0.114011976,1.729662936,6.580428854,0.257644711,male
0.202332976,0.063000884,0.221945774,0.13754386,0.264816587,0.127272727,2.000371312,6.681798777,0.272854864,male
0.176199879,0.068750358,0.173373313,0.126776612,0.245157421,0.11838081,1.696796133,6.083564398,0.124257871,male
0.19464442,0.059432254,0.217777778,0.13308642,0.247160494,0.114074074,1.44652878,4.566551373,0.248312757,male
0.179496262,0.066958068,0.172955752,0.135787611,0.239362832,0.103575221,1.221573565,4.276508766,0.276035398,male
0.182561215,0.052299809,0.169104704,0.147010622,0.225614568,0.078603945,2.719543124,14.60509629,0.167405159,male
0.199040611,0.066604784,0.21387145,0.138953662,0.264095665,0.125142003,2.268400242,8.078100725,0.277488789,male
0.182813026,0.063315371,0.176532399,0.134851138,0.241751313,0.106900175,1.081250779,3.684284061,0.135831874,male
0.191648237,0.061567239,0.199111111,0.138962963,0.248474074,0.109511111,1.110696719,3.290739103,0.261333333,male
0.196389233,0.058096844,0.217232925,0.140735552,0.245183888,0.104448336,1.362564434,4.518897225,0.24028021,male
0.190531508,0.060900707,0.191905465,0.142688331,0.251048744,0.108360414,1.453028182,4.885298901,0.276277696,male
0.18842184,0.064871809,0.170708117,0.137340242,0.255336788,0.117996546,1.844066746,6.104316125,0.148946459,male
0.192195966,0.059243666,0.20183161,0.135657312,0.246499261,0.11084195,1.231908194,4.315596811,0.125731167,male
0.185609359,0.061889003,0.177158177,0.137372654,0.243217158,0.105844504,1.620440503,5.67805123,0.244718499,male
0.193366463,0.066113015,0.183762963,0.141037037,0.258844444,0.117807407,2.494498023,10.55262789,0.279585185,male
0.191444116,0.063799233,0.178310811,0.140945946,0.256351351,0.115405405,1.957401247,7.082269463,0.28,male
0.185093974,0.062775724,0.182325581,0.134709302,0.241337209,0.106627907,1.10752166,3.176278587,0.234418605,male
0.192896664,0.061937229,0.191118421,0.134473684,0.256052632,0.121578947,2.578212311,10.46066409,0.257434211,male
0.19158256,0.057748451,0.203681416,0.139752212,0.240353982,0.10060177,1.101605502,3.455071171,0.229946903,male
0.186753021,0.061142134,0.168152174,0.14,0.246521739,0.106521739,1.686369762,5.338942085,0.147608696,male
0.176696845,0.055535888,0.163516484,0.141978022,0.231208791,0.089230769,1.863723028,6.664198431,0.146373626,male
0.185688615,0.065589417,0.170229709,0.137212864,0.250842266,0.113629403,2.532136883,11.22566921,0.28,male
0.192317241,0.067480668,0.205837838,0.131171171,0.253765766,0.122594595,2.202734685,7.443890842,0.253765766,male
0.190401637,0.062116026,0.191444241,0.132577697,0.251846435,0.119268739,1.47897518,4.409604029,0.25952468,male
0.194213694,0.061780606,0.172628099,0.142545455,0.261024793,0.118479339,1.847475822,5.596352494,0.27722314,male
0.197098761,0.061625617,0.211119311,0.13603936,0.256580566,0.120541205,1.953630978,7.249202417,0.136728167,male
0.18789803,0.058817337,0.181291449,0.13877836,0.244328098,0.105549738,1.368741004,5.018626963,0.144642234,male
0.180803992,0.070863497,0.175455861,0.12804631,0.243531114,0.115484805,2.056473885,7.450579422,0.241505065,male
0.189628045,0.060498426,0.170479705,0.137761378,0.249692497,0.111931119,1.619638339,4.963169886,0.125362854,male
0.195714798,0.0648158,0.188724409,0.140661417,0.262362205,0.121700787,3.11953308,15.12072733,0.27911811,male
0.189870359,0.06271721,0.213019608,0.126823529,0.243764706,0.116941176,2.446971318,10.15109712,0.119686275,male
0.193110373,0.059315276,0.196271845,0.138640777,0.251184466,0.112543689,1.158175536,3.486844162,0.251184466,male
0.193200228,0.061011491,0.212064343,0.133994638,0.251099196,0.117104558,1.486464064,4.675800034,0.253726542,male
0.197103136,0.066318932,0.213032015,0.13393597,0.260489642,0.126553672,2.143668176,7.633526342,0.129717514,male
0.193799999,0.06123812,0.204568082,0.134055637,0.252122987,0.11806735,1.498326379,4.735851047,0.249253294,male
0.186325972,0.065905125,0.185008881,0.136767318,0.253641208,0.11687389,2.043075921,8.653295645,0.255630551,male
0.187771722,0.058617688,0.166262925,0.137725258,0.253530281,0.115805022,2.027273312,7.389269319,0.133589365,male
0.184439562,0.060942793,0.175287671,0.140767123,0.247780822,0.107013699,1.255295923,4.01213107,0.155726027,male
0.188419106,0.059702425,0.184080605,0.139647355,0.242619647,0.102972292,1.839013012,6.96408365,0.143173804,male
0.179134628,0.068175021,0.174954248,0.127372549,0.245228758,0.117856209,1.289565733,4.024997621,0.251084967,male
0.168094756,0.073347382,0.167371795,0.114871795,0.234230769,0.119358974,1.160160499,3.764258351,0.131474359,male
0.190369458,0.056712641,0.181201849,0.145392912,0.25238829,0.106995378,1.384268888,4.446663632,0.254545455,male
0.195828769,0.062405351,0.203422819,0.133422819,0.254630872,0.121208054,2.18048772,8.029824914,0.123087248,male
0.189245002,0.060113897,0.177602428,0.142336874,0.248133536,0.105796662,1.483035302,4.51458136,0.147435508,male
0.197030505,0.062610641,0.196265223,0.139431664,0.258024357,0.118592693,1.867917933,6.074752387,0.275832206,male
0.204578869,0.061387776,0.239762963,0.137303704,0.2576,0.120296296,2.028091646,6.894656611,0.244740741,male
0.189408412,0.055516867,0.173432836,0.143343284,0.247402985,0.104059701,1.267363965,3.847549684,0.26161194,male
0.202065333,0.061713073,0.229058971,0.138067754,0.261731493,0.123663739,2.032724067,7.179952621,0.265244668,male
0.200783536,0.059079661,0.206391753,0.142525773,0.257268041,0.114742268,2.07824502,8.195194857,0.254020619,male
0.201380198,0.063680569,0.239343434,0.135757576,0.257373737,0.121616162,2.11860709,7.055203936,0.251717172,male
